State Name,Date,Year,Month,Number of Deaths,Percent with drugs specified,Number of Drug Overdose Deaths
Utah,7/1/2018,2018,July,18996,99,668
Utah,8/1/2018,2018,August,19043,99,671
Utah,9/1/2018,2018,September,18955,98,669
Utah,10/1/2018,2018,October,19006,98,656
Utah,11/1/2018,2018,November,19011,99,645
Utah,12/1/2018,2018,December,19019,99,630
Utah,1/1/2019,2019,January,19036,98,634
Utah,2/1/2019,2019,February,18999,98,624
Utah,3/1/2019,2019,March,19135,98,616
Utah,4/1/2019,2019,April,19113,98,602
Utah,5/1/2019,2019,May,19226,97,577
Utah,6/1/2019,2019,June,19224,97,570
Utah,7/1/2019,2019,July,19217,97,563
Utah,8/1/2019,2019,August,19211,97,544
Utah,9/1/2019,2019,September,19253,97,547
Utah,10/1/2019,2019,October,19238,98,560
Utah,11/1/2019,2019,November,19300,97,572
Utah,12/1/2019,2019,December,19428,98,575
Utah,1/1/2020,2020,January,19422,98,567
Utah,2/1/2020,2020,February,19545,98,560
Utah,3/1/2020,2020,March,19612,98,550
Utah,4/1/2020,2020,April,19707,99,562
Utah,5/1/2020,2020,May,19732,98,571
Utah,6/1/2020,2020,June,19908,99,573
Utah,7/1/2020,2020,July,20248,99,600
Utah,8/1/2020,2020,August,20579,99,622
Utah,9/1/2020,2020,September,20796,99,618
Utah,10/1/2020,2020,October,21122,99,621
Utah,11/1/2020,2020,November,21622,99,615
Utah,12/1/2020,2020,December,22212,99,622
Utah,1/1/2021,2021,January,22641,99,634
Utah,2/1/2021,2021,February,22732,99,640
Utah,3/1/2021,2021,March,22678,99,651
Utah,4/1/2021,2021,April,22704,99,671
Utah,5/1/2021,2021,May,22751,99,682
Utah,6/1/2021,2021,June,22785,99,685
Utah,7/1/2021,2021,July,22778,98,675
Utah,8/1/2021,2021,August,22941,98,663
Utah,9/1/2021,2021,September,23335,98,670
Utah,10/1/2021,2021,October,23651,98,672
Utah,11/1/2021,2021,November,23660,98,677
Utah,12/1/2021,2021,December,23519,98,675
Utah,1/1/2022,2022,January,23658,98,683
Utah,2/1/2022,2022,February,23854,98,683
Utah,3/1/2022,2022,March,23996,98,694
Utah,4/1/2022,2022,April,24083,98,655
Utah,5/1/2022,2022,May,24113,98,646
Utah,6/1/2022,2022,June,24249,98,637
Utah,7/1/2022,2022,July,24168,97,617
Utah,8/1/2022,2022,August,23911,98,620
Utah,9/1/2022,2022,September,23568,98,630
Utah,10/1/2022,2022,October,23123,97,622
Utah,11/1/2022,2022,November,22856,97,631
Utah,12/1/2022,2022,December,22768,97,646
Utah,1/1/2023,2023,January,22477,97,649
Utah,2/1/2023,2023,February,22213,97,660
Utah,3/1/2023,2023,March,22168,97,647
Utah,4/1/2023,2023,April,22170,98,667
Utah,5/1/2023,2023,May,22153,98,671
Utah,6/1/2023,2023,June,21994,98,690
Utah,7/1/2023,2023,July,21913,98,683
Utah,8/1/2023,2023,August,21949,98,684
Utah,9/1/2023,2023,September,21985,98,686
Utah,10/1/2023,2023,October,22145,98,686
Utah,11/1/2023,2023,November,22178,98,692
Utah,12/1/2023,2023,December,22111,99,695
Vermont,1/1/2015,2015,January,5573,100,76
Vermont,2/1/2015,2015,February,5639,100,77
Vermont,3/1/2015,2015,March,5683,99,82
Vermont,4/1/2015,2015,April,5776,99,85
Vermont,5/1/2015,2015,May,5799,99,91
Vermont,6/1/2015,2015,June,5819,99,94
Vermont,7/1/2015,2015,July,5816,98,95
Vermont,8/1/2015,2015,August,5793,98,100
Vermont,9/1/2015,2015,September,5748,98,100
Vermont,10/1/2015,2015,October,5711,98,96
Vermont,11/1/2015,2015,November,5737,98,99
Vermont,12/1/2015,2015,December,5770,98,99
Vermont,1/1/2016,2016,January,5734,97,100
Vermont,2/1/2016,2016,February,5710,97,105
Vermont,3/1/2016,2016,March,5729,97,104
Vermont,4/1/2016,2016,April,5666,97,107
Vermont,5/1/2016,2016,May,5671,97,104
Vermont,6/1/2016,2016,June,5670,97,107
Vermont,7/1/2016,2016,July,5715,98,110
Vermont,8/1/2016,2016,August,5728,98,115
Vermont,9/1/2016,2016,September,5754,98,118
Vermont,10/1/2016,2016,October,5775,98,129
Vermont,11/1/2016,2016,November,5749,98,128
Vermont,12/1/2016,2016,December,5787,98,136
Vermont,1/1/2017,2017,January,5821,99,137
Vermont,2/1/2017,2017,February,5799,99,139
Vermont,3/1/2017,2017,March,5792,99,143
Vermont,4/1/2017,2017,April,5838,99,143
Vermont,5/1/2017,2017,May,5815,99,141
Vermont,6/1/2017,2017,June,5811,99,138
Vermont,7/1/2017,2017,July,5781,99,141
Vermont,8/1/2017,2017,August,5780,99,132
Vermont,9/1/2017,2017,September,5774,99,130
Vermont,10/1/2017,2017,October,5763,99,126
Vermont,11/1/2017,2017,November,5779,100,135
Vermont,12/1/2017,2017,December,5775,100,128
Vermont,1/1/2018,2018,January,5815,100,129
Vermont,2/1/2018,2018,February,5844,100,127
Vermont,3/1/2018,2018,March,5813,99,126
Vermont,4/1/2018,2018,April,5790,99,123
Vermont,5/1/2018,2018,May,5766,99,134
Vermont,6/1/2018,2018,June,5785,99,134
Vermont,7/1/2018,2018,July,5780,99,137
Vermont,8/1/2018,2018,August,5783,99,136
Vermont,9/1/2018,2018,September,5813,99,142
Vermont,10/1/2018,2018,October,5863,99,146
Vermont,11/1/2018,2018,November,5853,99,136
Vermont,12/1/2018,2018,December,5782,99,144
Vermont,1/1/2019,2019,January,5709,99,147
Vermont,2/1/2019,2019,February,5678,99,150
Vermont,3/1/2019,2019,March,5683,99,144
Vermont,4/1/2019,2019,April,5726,99,147
Vermont,5/1/2019,2019,May,5729,99,135
Vermont,6/1/2019,2019,June,5731,99,132
Vermont,7/1/2019,2019,July,5717,99,128
Vermont,8/1/2019,2019,August,5695,99,138
Vermont,9/1/2019,2019,September,5661,99,130
Vermont,10/1/2019,2019,October,5624,98,123
Vermont,11/1/2019,2019,November,5645,98,123
Vermont,12/1/2019,2019,December,5656,99,118
Vermont,1/1/2020,2020,January,5653,99,116
Vermont,2/1/2020,2020,February,5695,99,110
Vermont,3/1/2020,2020,March,5754,99,114
Vermont,4/1/2020,2020,April,5767,99,123
Vermont,5/1/2020,2020,May,5828,99,136
Vermont,6/1/2020,2020,June,5844,99,141
Vermont,7/1/2020,2020,July,5873,99,146
Vermont,8/1/2020,2020,August,5927,99,148
Vermont,9/1/2020,2020,September,5994,99,154
Vermont,10/1/2020,2020,October,6037,100,166
Vermont,11/1/2020,2020,November,6067,100,177
Vermont,12/1/2020,2020,December,6177,100,186
Vermont,1/1/2021,2021,January,6238,100,191
Vermont,2/1/2021,2021,February,6311,100,194
Vermont,3/1/2021,2021,March,6233,100,211
Vermont,4/1/2021,2021,April,6205,100,209
Vermont,5/1/2021,2021,May,6218,100,210
Vermont,6/1/2021,2021,June,6196,100,219
Vermont,7/1/2021,2021,July,6259,100,231
Vermont,8/1/2021,2021,August,6303,100,233
Vermont,9/1/2021,2021,September,6445,100,246
Vermont,10/1/2021,2021,October,6527,100,248
Vermont,11/1/2021,2021,November,6618,100,255
Vermont,12/1/2021,2021,December,6648,100,251
Vermont,1/1/2022,2022,January,6749,100,257
Vermont,2/1/2022,2022,February,6732,100,260
Vermont,3/1/2022,2022,March,6791,100,251
Vermont,4/1/2022,2022,April,6789,100,254
Vermont,5/1/2022,2022,May,6823,100,260
Vermont,6/1/2022,2022,June,6924,100,258
Vermont,7/1/2022,2022,July,6949,100,265
Vermont,8/1/2022,2022,August,6924,100,270
Vermont,9/1/2022,2022,September,6792,100,263
Vermont,10/1/2022,2022,October,6737,100,263
Vermont,11/1/2022,2022,November,6701,100,256
Vermont,12/1/2022,2022,December,6685,100,266
Vermont,1/1/2023,2023,January,6623,100,264
Vermont,2/1/2023,2023,February,6580,100,273
Vermont,3/1/2023,2023,March,6592,100,270
Vermont,4/1/2023,2023,April,6639,100,279
Vermont,5/1/2023,2023,May,6597,100,269
Vermont,6/1/2023,2023,June,6521,100,268
Vermont,7/1/2023,2023,July,6486,100,256
Vermont,8/1/2023,2023,August,6512,100,257
Vermont,9/1/2023,2023,September,6547,100,256
Vermont,10/1/2023,2023,October,6534,100,257
Vermont,11/1/2023,2023,November,6510,100,250
Vermont,12/1/2023,2023,December,6463,100,243
Virginia,1/1/2015,2015,January,63414,98,959
Virginia,2/1/2015,2015,February,63896,98,980
Virginia,3/1/2015,2015,March,64114,98,968
Virginia,4/1/2015,2015,April,64331,98,966
Virginia,5/1/2015,2015,May,64403,98,973
Virginia,6/1/2015,2015,June,64455,98,984
Virginia,7/1/2015,2015,July,64525,98,976
Virginia,8/1/2015,2015,August,64848,98,994
Virginia,9/1/2015,2015,September,65030,98,1009
Virginia,10/1/2015,2015,October,65166,98,1016
Virginia,11/1/2015,2015,November,65089,98,992
Virginia,12/1/2015,2015,December,64760,98,1002
Virginia,1/1/2016,2016,January,64036,98,1006
Virginia,2/1/2016,2016,February,63994,98,1051
Virginia,3/1/2016,2016,March,64135,99,1107
Virginia,4/1/2016,2016,April,64102,99,1131
Virginia,5/1/2016,2016,May,64400,99,1160
Virginia,6/1/2016,2016,June,64560,99,1186
Virginia,7/1/2016,2016,July,64782,99,1214
Virginia,8/1/2016,2016,August,64813,99,1229
Virginia,9/1/2016,2016,September,64726,99,1260
Virginia,10/1/2016,2016,October,64975,99,1287
Virginia,11/1/2016,2016,November,65204,99,1340
Virginia,12/1/2016,2016,December,65580,99,1356
Virginia,1/1/2017,2017,January,65965,99,1392
Virginia,2/1/2017,2017,February,66107,99,1403
Virginia,3/1/2017,2017,March,66446,98,1394
Virginia,4/1/2017,2017,April,66754,98,1407
Virginia,5/1/2017,2017,May,66775,98,1415
Virginia,6/1/2017,2017,June,66968,98,1428
Virginia,7/1/2017,2017,July,66944,98,1440
Virginia,8/1/2017,2017,August,67019,98,1453
Virginia,9/1/2017,2017,September,67367,98,1438
Virginia,10/1/2017,2017,October,67361,98,1422
Virginia,11/1/2017,2017,November,67392,98,1423
Virginia,12/1/2017,2017,December,67731,98,1455
Virginia,1/1/2018,2018,January,68220,99,1436
Virginia,2/1/2018,2018,February,68294,99,1407
Virginia,3/1/2018,2018,March,68035,99,1410
Virginia,4/1/2018,2018,April,68011,99,1410
Virginia,5/1/2018,2018,May,67853,99,1416
Virginia,6/1/2018,2018,June,67802,99,1404
Virginia,7/1/2018,2018,July,67951,99,1403
Virginia,8/1/2018,2018,August,68071,99,1417
Virginia,9/1/2018,2018,September,68073,99,1460
Virginia,10/1/2018,2018,October,68371,99,1484
Virginia,11/1/2018,2018,November,68516,99,1474
Virginia,12/1/2018,2018,December,68449,99,1434
Virginia,1/1/2019,2019,January,67798,99,1464
Virginia,2/1/2019,2019,February,67816,99,1474
Virginia,3/1/2019,2019,March,68068,99,1476
Virginia,4/1/2019,2019,April,68208,99,1490
Virginia,5/1/2019,2019,May,68642,99,1497
Virginia,6/1/2019,2019,June,69002,99,1499
Virginia,7/1/2019,2019,July,69202,99,1488
Virginia,8/1/2019,2019,August,69395,99,1473
Virginia,9/1/2019,2019,September,69498,99,1451
Virginia,10/1/2019,2019,October,69320,99,1474
Virginia,11/1/2019,2019,November,69378,99,1498
Virginia,12/1/2019,2019,December,69429,99,1538
Virginia,1/1/2020,2020,January,69962,99,1564
Virginia,2/1/2020,2020,February,70242,99,1569
Virginia,3/1/2020,2020,March,70553,99,1590
Virginia,4/1/2020,2020,April,71745,99,1659
Virginia,5/1/2020,2020,May,72629,99,1759
Virginia,6/1/2020,2020,June,73023,99,1818
Virginia,7/1/2020,2020,July,73807,99,1920
Virginia,8/1/2020,2020,August,74673,99,1987
Virginia,9/1/2020,2020,September,75602,99,2046
Virginia,10/1/2020,2020,October,76491,99,2090
Virginia,11/1/2020,2020,November,77532,99,2135
Virginia,12/1/2020,2020,December,79510,99,2185
Virginia,1/1/2021,2021,January,81974,99,2259
Virginia,2/1/2021,2021,February,83204,99,2323
Virginia,3/1/2021,2021,March,83436,99,2429
Virginia,4/1/2021,2021,April,82909,99,2484
Virginia,5/1/2021,2021,May,82603,99,2458
Virginia,6/1/2021,2021,June,82526,99,2485
Virginia,7/1/2021,2021,July,82388,99,2471
Virginia,8/1/2021,2021,August,82894,99,2496
Virginia,9/1/2021,2021,September,83906,99,2537
Virginia,10/1/2021,2021,October,85000,99,2559
Virginia,11/1/2021,2021,November,85392,99,2574
Virginia,12/1/2021,2021,December,85049,99,2603
Virginia,1/1/2022,2022,January,85353,99,2575
Virginia,2/1/2022,2022,February,85275,99,2585
Virginia,3/1/2022,2022,March,85281,99,2550
Virginia,4/1/2022,2022,April,85031,99,2483
Virginia,5/1/2022,2022,May,85004,99,2495
Virginia,6/1/2022,2022,June,85330,99,2497
Virginia,7/1/2022,2022,July,85574,99,2504
Virginia,8/1/2022,2022,August,85166,99,2512
Virginia,9/1/2022,2022,September,84162,99,2492
Virginia,10/1/2022,2022,October,83193,99,2484
Virginia,11/1/2022,2022,November,82690,99,2480
Virginia,12/1/2022,2022,December,82268,99,2491
Virginia,1/1/2023,2023,January,80162,99,2514
Virginia,2/1/2023,2023,February,79308,99,2509
Virginia,3/1/2023,2023,March,79241,99,2513
Virginia,4/1/2023,2023,April,79343,99,2531
Virginia,5/1/2023,2023,May,79246,99,2534
Virginia,6/1/2023,2023,June,78984,99,2565
Virginia,7/1/2023,2023,July,78573,99,2576
Virginia,8/1/2023,2023,August,78280,99,2551
Virginia,9/1/2023,2023,September,78004,99,2513
Virginia,10/1/2023,2023,October,77762,99,2475
Virginia,11/1/2023,2023,November,77619,99,2441
Virginia,12/1/2023,2023,December,77493,99,2339
Washington,1/1/2015,2015,January,52487,96,996
Washington,2/1/2015,2015,February,52591,96,1000
Washington,3/1/2015,2015,March,52850,96,1018
Washington,4/1/2015,2015,April,53014,95,1017
Washington,5/1/2015,2015,May,53397,95,1020
Washington,6/1/2015,2015,June,53657,95,1050
Washington,7/1/2015,2015,July,53954,95,1068
Washington,8/1/2015,2015,August,54015,95,1066
Washington,9/1/2015,2015,September,54328,95,1090
Washington,10/1/2015,2015,October,54453,95,1099
Washington,11/1/2015,2015,November,54460,95,1110
Washington,12/1/2015,2015,December,54629,95,1109
Washington,1/1/2016,2016,January,54442,95,1134
Washington,2/1/2016,2016,February,54675,95,1139
Washington,3/1/2016,2016,March,54741,95,1137
Washington,4/1/2016,2016,April,54840,94,1165
Washington,5/1/2016,2016,May,54753,94,1163
Washington,6/1/2016,2016,June,54715,94,1162
Washington,7/1/2016,2016,July,54657,94,1177
Washington,8/1/2016,2016,August,54630,94,1183
Washington,9/1/2016,2016,September,54583,94,1171
Washington,10/1/2016,2016,October,54690,93,1155
Washington,11/1/2016,2016,November,54609,93,1127
Washington,12/1/2016,2016,December,54767,94,1117
Washington,1/1/2017,2017,January,55778,93,1105
Washington,2/1/2017,2017,February,56091,94,1108
Washington,3/1/2017,2017,March,56124,94,1120
Washington,4/1/2017,2017,April,56114,94,1097
Washington,5/1/2017,2017,May,56195,95,1093
Washington,6/1/2017,2017,June,56115,95,1068
Washington,7/1/2017,2017,July,56178,94,1060
Washington,8/1/2017,2017,August,56505,94,1065
Washington,9/1/2017,2017,September,56600,94,1094
Washington,10/1/2017,2017,October,56641,94,1112
Washington,11/1/2017,2017,November,57004,95,1133
Washington,12/1/2017,2017,December,56980,95,1168
Washington,1/1/2018,2018,January,56438,95,1165
Washington,2/1/2018,2018,February,56165,95,1169
Washington,3/1/2018,2018,March,56335,95,1165
Washington,4/1/2018,2018,April,56570,95,1159
Washington,5/1/2018,2018,May,56535,96,1160
Washington,6/1/2018,2018,June,56834,96,1182
Washington,7/1/2018,2018,July,57075,96,1167
Washington,8/1/2018,2018,August,56994,97,1168
Washington,9/1/2018,2018,September,56917,97,1169
Washington,10/1/2018,2018,October,57102,97,1182
Washington,11/1/2018,2018,November,57068,97,1175
Washington,12/1/2018,2018,December,56919,97,1163
Washington,1/1/2019,2019,January,56744,97,1181
Washington,2/1/2019,2019,February,56976,97,1180
Washington,3/1/2019,2019,March,57184,97,1181
Washington,4/1/2019,2019,April,57269,97,1182
Washington,5/1/2019,2019,May,57620,97,1182
Washington,6/1/2019,2019,June,57697,97,1190
Washington,7/1/2019,2019,July,57716,97,1203
Washington,8/1/2019,2019,August,57744,97,1215
Washington,9/1/2019,2019,September,57850,97,1223
Washington,10/1/2019,2019,October,57964,97,1220
Washington,11/1/2019,2019,November,58019,97,1238
Washington,12/1/2019,2019,December,58220,97,1251
Washington,1/1/2020,2020,January,58351,96,1265
Washington,2/1/2020,2020,February,58305,96,1276
Washington,3/1/2020,2020,March,58437,96,1318
Washington,4/1/2020,2020,April,58986,96,1390
Washington,5/1/2020,2020,May,59038,96,1462
Washington,6/1/2020,2020,June,59138,96,1507
Washington,7/1/2020,2020,July,59651,96,1549
Washington,8/1/2020,2020,August,60351,96,1579
Washington,9/1/2020,2020,September,60928,96,1596
Washington,10/1/2020,2020,October,61197,96,1637
Washington,11/1/2020,2020,November,61998,97,1681
Washington,12/1/2020,2020,December,63019,97,1726
Washington,1/1/2021,2021,January,63694,97,1777
Washington,2/1/2021,2021,February,63983,97,1813
Washington,3/1/2021,2021,March,63815,97,1861
Washington,4/1/2021,2021,April,63633,98,1895
Washington,5/1/2021,2021,May,63903,97,1913
Washington,6/1/2021,2021,June,64813,97,1944
Washington,7/1/2021,2021,July,65111,97,2009
Washington,8/1/2021,2021,August,65838,97,2081
Washington,9/1/2021,2021,September,67235,97,2141
Washington,10/1/2021,2021,October,68337,97,2196
Washington,11/1/2021,2021,November,68673,97,2235
Washington,12/1/2021,2021,December,68697,98,2264
Washington,1/1/2022,2022,January,69741,98,2296
Washington,2/1/2022,2022,February,70389,97,2346
Washington,3/1/2022,2022,March,70623,98,2351
Washington,4/1/2022,2022,April,70768,98,2346
Washington,5/1/2022,2022,May,71000,98,2367
Washington,6/1/2022,2022,June,70734,99,2385
Washington,7/1/2022,2022,July,70912,98,2413
Washington,8/1/2022,2022,August,70559,98,2450
Washington,9/1/2022,2022,September,69524,99,2477
Washington,10/1/2022,2022,October,68623,98,2513
Washington,11/1/2022,2022,November,68565,98,2602
Washington,12/1/2022,2022,December,69191,99,2753
Washington,1/1/2023,2023,January,68250,99,2849
Washington,2/1/2023,2023,February,67774,99,2892
Washington,3/1/2023,2023,March,68022,99,3005
Washington,4/1/2023,2023,April,68230,99,3129
Washington,5/1/2023,2023,May,68041,99,3219
Washington,6/1/2023,2023,June,67794,99,3302
Washington,7/1/2023,2023,July,67335,99,3380
Washington,8/1/2023,2023,August,67012,99,3401
Washington,9/1/2023,2023,September,66932,99,3473
Washington,10/1/2023,2023,October,67081,99,3506
Washington,11/1/2023,2023,November,66726,99,3500
Washington,12/1/2023,2023,December,65846,99,3437
West Virginia,1/1/2015,2015,January,21732,100,644
West Virginia,2/1/2015,2015,February,21811,100,653
West Virginia,3/1/2015,2015,March,21882,100,671
West Virginia,4/1/2015,2015,April,22086,100,683
West Virginia,5/1/2015,2015,May,22201,100,681
West Virginia,6/1/2015,2015,June,22163,100,681
West Virginia,7/1/2015,2015,July,22290,99,684
West Virginia,8/1/2015,2015,August,22290,99,682
West Virginia,9/1/2015,2015,September,22294,99,686
West Virginia,10/1/2015,2015,October,22365,99,717
West Virginia,11/1/2015,2015,November,22251,99,719
West Virginia,12/1/2015,2015,December,22173,99,729
West Virginia,1/1/2016,2016,January,21943,100,731
West Virginia,2/1/2016,2016,February,21824,99,755
West Virginia,3/1/2016,2016,March,21804,99,757
West Virginia,4/1/2016,2016,April,21727,99,764
West Virginia,5/1/2016,2016,May,21717,99,779
West Virginia,6/1/2016,2016,June,21817,99,804
West Virginia,7/1/2016,2016,July,21830,99,809
West Virginia,8/1/2016,2016,August,21807,99,821
West Virginia,9/1/2016,2016,September,21845,99,838
West Virginia,10/1/2016,2016,October,21840,98,824
West Virginia,11/1/2016,2016,November,21916,98,856
West Virginia,12/1/2016,2016,December,21990,97,879
West Virginia,1/1/2017,2017,January,22174,97,911
West Virginia,2/1/2017,2017,February,22226,97,929
West Virginia,3/1/2017,2017,March,22371,97,949
West Virginia,4/1/2017,2017,April,22448,97,983
West Virginia,5/1/2017,2017,May,22418,98,991
West Virginia,6/1/2017,2017,June,22365,98,1007
West Virginia,7/1/2017,2017,July,22275,98,1026
West Virginia,8/1/2017,2017,August,22358,98,1027
West Virginia,9/1/2017,2017,September,22283,98,1006
West Virginia,10/1/2017,2017,October,22354,98,1011
West Virginia,11/1/2017,2017,November,22403,99,999
West Virginia,12/1/2017,2017,December,22562,99,997
West Virginia,1/1/2018,2018,January,22846,99,963
West Virginia,2/1/2018,2018,February,22841,99,942
West Virginia,3/1/2018,2018,March,22835,99,929
