State Name,Date,Year,Month,Number of Deaths,Percent with drugs specified,Number of Drug Overdose Deaths
South Carolina,9/1/2016,2016,September,46859,96,831
South Carolina,10/1/2016,2016,October,46738,96,846
South Carolina,11/1/2016,2016,November,46945,95,842
South Carolina,12/1/2016,2016,December,47123,96,871
South Carolina,1/1/2017,2017,January,47188,95,903
South Carolina,2/1/2017,2017,February,46912,96,934
South Carolina,3/1/2017,2017,March,47150,96,924
South Carolina,4/1/2017,2017,April,47315,96,934
South Carolina,5/1/2017,2017,May,47492,96,964
South Carolina,6/1/2017,2017,June,47720,97,978
South Carolina,7/1/2017,2017,July,47792,97,981
South Carolina,8/1/2017,2017,August,48017,97,999
South Carolina,9/1/2017,2017,September,47975,97,1020
South Carolina,10/1/2017,2017,October,48186,98,1012
South Carolina,11/1/2017,2017,November,48224,97,1028
South Carolina,12/1/2017,2017,December,48418,98,1001
South Carolina,1/1/2018,2018,January,49043,98,993
South Carolina,2/1/2018,2018,February,49335,98,992
South Carolina,3/1/2018,2018,March,49364,98,1023
South Carolina,4/1/2018,2018,April,49321,98,1057
South Carolina,5/1/2018,2018,May,49396,98,1046
South Carolina,6/1/2018,2018,June,49275,98,1039
South Carolina,7/1/2018,2018,July,49291,98,1057
South Carolina,8/1/2018,2018,August,49386,98,1053
South Carolina,9/1/2018,2018,September,49467,98,1048
South Carolina,10/1/2018,2018,October,49433,98,1064
South Carolina,11/1/2018,2018,November,49573,98,1064
South Carolina,12/1/2018,2018,December,49556,98,1106
South Carolina,1/1/2019,2019,January,49049,98,1116
South Carolina,2/1/2019,2019,February,48999,98,1118
South Carolina,3/1/2019,2019,March,49102,98,1104
South Carolina,4/1/2019,2019,April,49087,98,1069
South Carolina,5/1/2019,2019,May,49333,98,1064
South Carolina,6/1/2019,2019,June,49604,98,1059
South Carolina,7/1/2019,2019,July,49646,98,1057
South Carolina,8/1/2019,2019,August,49681,98,1083
South Carolina,9/1/2019,2019,September,49729,98,1107
South Carolina,10/1/2019,2019,October,49864,99,1109
South Carolina,11/1/2019,2019,November,49820,99,1133
South Carolina,12/1/2019,2019,December,50008,99,1131
South Carolina,1/1/2020,2020,January,50258,99,1148
South Carolina,2/1/2020,2020,February,50501,99,1176
South Carolina,3/1/2020,2020,March,50858,99,1244
South Carolina,4/1/2020,2020,April,51458,99,1304
South Carolina,5/1/2020,2020,May,51881,99,1389
South Carolina,6/1/2020,2020,June,52455,98,1469
South Carolina,7/1/2020,2020,July,54269,98,1535
South Carolina,8/1/2020,2020,August,55864,98,1586
South Carolina,9/1/2020,2020,September,56942,98,1626
South Carolina,10/1/2020,2020,October,57871,98,1651
South Carolina,11/1/2020,2020,November,58833,98,1694
South Carolina,12/1/2020,2020,December,60285,98,1729
South Carolina,1/1/2021,2021,January,62779,98,1778
South Carolina,2/1/2021,2021,February,63765,98,1801
South Carolina,3/1/2021,2021,March,63914,98,1830
South Carolina,4/1/2021,2021,April,64034,98,1906
South Carolina,5/1/2021,2021,May,64025,98,1915
South Carolina,6/1/2021,2021,June,63879,98,1930
South Carolina,7/1/2021,2021,July,62824,99,1959
South Carolina,8/1/2021,2021,August,63014,98,1980
South Carolina,9/1/2021,2021,September,64413,98,2042
South Carolina,10/1/2021,2021,October,64966,98,2109
South Carolina,11/1/2021,2021,November,64952,98,2131
South Carolina,12/1/2021,2021,December,64287,98,2166
South Carolina,1/1/2022,2022,January,63817,98,2203
South Carolina,2/1/2022,2022,February,64020,98,2260
South Carolina,3/1/2022,2022,March,63902,98,2258
South Carolina,4/1/2022,2022,April,63547,98,2212
South Carolina,5/1/2022,2022,May,63427,98,2199
South Carolina,6/1/2022,2022,June,63490,98,2212
South Carolina,7/1/2022,2022,July,63523,98,2240
South Carolina,8/1/2022,2022,August,62475,98,2249
South Carolina,9/1/2022,2022,September,60746,98,2224
South Carolina,10/1/2022,2022,October,60117,98,2216
South Carolina,11/1/2022,2022,November,59968,98,2248
South Carolina,12/1/2022,2022,December,59988,98,2292
South Carolina,1/1/2023,2023,January,58547,98,2282
South Carolina,2/1/2023,2023,February,57547,98,2269
South Carolina,3/1/2023,2023,March,57725,98,2305
South Carolina,4/1/2023,2023,April,57954,98,2309
South Carolina,5/1/2023,2023,May,57947,98,2343
South Carolina,6/1/2023,2023,June,57965,98,2358
South Carolina,7/1/2023,2023,July,57831,98,2312
South Carolina,8/1/2023,2023,August,57658,98,2297
South Carolina,9/1/2023,2023,September,57582,98,2269
South Carolina,10/1/2023,2023,October,57298,98,2270
South Carolina,11/1/2023,2023,November,57120,98,2201
South Carolina,12/1/2023,2023,December,57082,98,2140
South Dakota,1/1/2015,2015,January,7700,97,60
South Dakota,2/1/2015,2015,February,7684,95,59
South Dakota,3/1/2015,2015,March,7720,92,61
South Dakota,4/1/2015,2015,April,7742,91,57
South Dakota,5/1/2015,2015,May,7758,91,55
South Dakota,6/1/2015,2015,June,7851,88,59
South Dakota,7/1/2015,2015,July,7899,88,66
South Dakota,8/1/2015,2015,August,7891,88,64
South Dakota,9/1/2015,2015,September,7950,87,62
South Dakota,10/1/2015,2015,October,7943,89,62
South Dakota,11/1/2015,2015,November,7915,85,60
South Dakota,12/1/2015,2015,December,7894,82,62
South Dakota,1/1/2016,2016,January,7793,83,63
South Dakota,2/1/2016,2016,February,7812,85,65
South Dakota,3/1/2016,2016,March,7799,86,66
South Dakota,4/1/2016,2016,April,7847,86,70
South Dakota,5/1/2016,2016,May,7862,86,70
South Dakota,6/1/2016,2016,June,7856,88,68
South Dakota,7/1/2016,2016,July,7843,89,63
South Dakota,8/1/2016,2016,August,7869,91,65
South Dakota,9/1/2016,2016,September,7808,90,70
South Dakota,10/1/2016,2016,October,7824,90,69
South Dakota,11/1/2016,2016,November,7904,93,71
South Dakota,12/1/2016,2016,December,7945,96,69
South Dakota,1/1/2017,2017,January,8046,93,75
South Dakota,2/1/2017,2017,February,8136,93,74
South Dakota,3/1/2017,2017,March,8192,94,70
South Dakota,4/1/2017,2017,April,8157,96,70
South Dakota,5/1/2017,2017,May,8170,96,75
South Dakota,6/1/2017,2017,June,8188,96,75
South Dakota,7/1/2017,2017,July,8153,96,75
South Dakota,8/1/2017,2017,August,8155,96,76
South Dakota,9/1/2017,2017,September,8154,97,75
South Dakota,10/1/2017,2017,October,8207,97,75
South Dakota,11/1/2017,2017,November,8203,97,76
South Dakota,12/1/2017,2017,December,8140,97,75
South Dakota,1/1/2018,2018,January,8127,100,69
South Dakota,2/1/2018,2018,February,8070,100,64
South Dakota,3/1/2018,2018,March,8036,99,67
South Dakota,4/1/2018,2018,April,8015,97,64
South Dakota,5/1/2018,2018,May,8010,97,61
South Dakota,6/1/2018,2018,June,8019,97,62
South Dakota,7/1/2018,2018,July,8088,97,62
South Dakota,8/1/2018,2018,August,8073,97,58
South Dakota,9/1/2018,2018,September,8132,96,55
South Dakota,10/1/2018,2018,October,8110,97,58
South Dakota,11/1/2018,2018,November,8093,96,55
South Dakota,12/1/2018,2018,December,8114,96,57
South Dakota,1/1/2019,2019,January,8102,96,56
South Dakota,2/1/2019,2019,February,8104,97,64
South Dakota,3/1/2019,2019,March,8107,98,62
South Dakota,4/1/2019,2019,April,8175,100,65
South Dakota,5/1/2019,2019,May,8250,100,69
South Dakota,6/1/2019,2019,June,8262,100,72
South Dakota,7/1/2019,2019,July,8229,100,71
South Dakota,8/1/2019,2019,August,8323,100,78
South Dakota,9/1/2019,2019,September,8349,100,84
South Dakota,10/1/2019,2019,October,8332,100,84
South Dakota,11/1/2019,2019,November,8387,100,89
South Dakota,12/1/2019,2019,December,8387,100,88
South Dakota,1/1/2020,2020,January,8384,100,88
South Dakota,2/1/2020,2020,February,8422,100,87
South Dakota,3/1/2020,2020,March,8451,100,92
South Dakota,4/1/2020,2020,April,8434,100,95
South Dakota,5/1/2020,2020,May,8436,100,91
South Dakota,6/1/2020,2020,June,8449,100,91
South Dakota,7/1/2020,2020,July,8538,100,91
South Dakota,8/1/2020,2020,August,8596,100,84
South Dakota,9/1/2020,2020,September,8716,99,80
South Dakota,10/1/2020,2020,October,9013,99,75
South Dakota,11/1/2020,2020,November,9739,99,70
South Dakota,12/1/2020,2020,December,10126,97,74
South Dakota,1/1/2021,2021,January,10302,97,76
South Dakota,2/1/2021,2021,February,10321,98,81
South Dakota,3/1/2021,2021,March,10311,97,77
South Dakota,4/1/2021,2021,April,10296,97,78
South Dakota,5/1/2021,2021,May,10274,97,75
South Dakota,6/1/2021,2021,June,10275,97,74
South Dakota,7/1/2021,2021,July,10246,98,80
South Dakota,8/1/2021,2021,August,10210,98,86
South Dakota,9/1/2021,2021,September,10255,99,88
South Dakota,10/1/2021,2021,October,10100,99,96
South Dakota,11/1/2021,2021,November,9550,98,103
South Dakota,12/1/2021,2021,December,9407,99,101
South Dakota,1/1/2022,2022,January,9494,99,103
South Dakota,2/1/2022,2022,February,9605,99,96
South Dakota,3/1/2022,2022,March,9606,99,99
South Dakota,4/1/2022,2022,April,9643,99,97
South Dakota,5/1/2022,2022,May,9646,98,101
South Dakota,6/1/2022,2022,June,9616,98,97
South Dakota,7/1/2022,2022,July,9684,97,94
South Dakota,8/1/2022,2022,August,9642,96,91
South Dakota,9/1/2022,2022,September,9499,96,96
South Dakota,10/1/2022,2022,October,9427,96,89
South Dakota,11/1/2022,2022,November,9271,96,84
South Dakota,12/1/2022,2022,December,9165,96,84
South Dakota,1/1/2023,2023,January,8936,96,85
South Dakota,2/1/2023,2023,February,8760,97,87
South Dakota,3/1/2023,2023,March,8745,97,88
South Dakota,4/1/2023,2023,April,8751,96,85
South Dakota,5/1/2023,2023,May,8777,98,88
South Dakota,6/1/2023,2023,June,8781,98,90
South Dakota,7/1/2023,2023,July,8731,99,88
South Dakota,8/1/2023,2023,August,8761,100,83
South Dakota,9/1/2023,2023,September,8778,98,80
South Dakota,10/1/2023,2023,October,8782,98,85
South Dakota,11/1/2023,2023,November,8804,98,83
South Dakota,12/1/2023,2023,December,8733,98,84
Tennessee,1/1/2015,2015,January,68744,88,1296
Tennessee,2/1/2015,2015,February,69161,88,1278
Tennessee,3/1/2015,2015,March,69559,90,1311
Tennessee,4/1/2015,2015,April,69550,91,1302
Tennessee,5/1/2015,2015,May,69611,91,1331
Tennessee,6/1/2015,2015,June,69812,91,1349
Tennessee,7/1/2015,2015,July,70091,91,1375
Tennessee,8/1/2015,2015,August,70246,91,1388
Tennessee,9/1/2015,2015,September,70350,91,1412
Tennessee,10/1/2015,2015,October,70607,91,1440
Tennessee,11/1/2015,2015,November,70639,91,1430
Tennessee,12/1/2015,2015,December,70237,92,1455
Tennessee,1/1/2016,2016,January,69729,92,1488
Tennessee,2/1/2016,2016,February,69746,92,1515
Tennessee,3/1/2016,2016,March,69856,92,1502
Tennessee,4/1/2016,2016,April,70136,92,1510
Tennessee,5/1/2016,2016,May,70208,92,1525
Tennessee,6/1/2016,2016,June,70390,92,1515
Tennessee,7/1/2016,2016,July,70501,92,1552
Tennessee,8/1/2016,2016,August,70716,92,1579
Tennessee,9/1/2016,2016,September,70720,92,1585
Tennessee,10/1/2016,2016,October,70978,92,1589
Tennessee,11/1/2016,2016,November,71016,92,1629
Tennessee,12/1/2016,2016,December,71506,92,1643
Tennessee,1/1/2017,2017,January,71835,92,1643
Tennessee,2/1/2017,2017,February,71921,93,1652
Tennessee,3/1/2017,2017,March,72285,93,1691
Tennessee,4/1/2017,2017,April,72491,93,1724
Tennessee,5/1/2017,2017,May,72562,93,1737
Tennessee,6/1/2017,2017,June,72564,93,1758
Tennessee,7/1/2017,2017,July,72803,93,1745
Tennessee,8/1/2017,2017,August,72760,93,1736
Tennessee,9/1/2017,2017,September,73109,94,1764
Tennessee,10/1/2017,2017,October,73144,93,1768
Tennessee,11/1/2017,2017,November,73388,94,1760
Tennessee,12/1/2017,2017,December,73694,94,1783
Tennessee,1/1/2018,2018,January,74557,94,1765
Tennessee,2/1/2018,2018,February,74816,93,1792
Tennessee,3/1/2018,2018,March,74487,94,1786
Tennessee,4/1/2018,2018,April,74427,94,1787
Tennessee,5/1/2018,2018,May,74555,93,1802
Tennessee,6/1/2018,2018,June,74671,93,1810
Tennessee,7/1/2018,2018,July,74772,94,1825
Tennessee,8/1/2018,2018,August,74955,94,1835
Tennessee,9/1/2018,2018,September,74841,94,1831
Tennessee,10/1/2018,2018,October,74845,95,1837
Tennessee,11/1/2018,2018,November,75024,95,1851
Tennessee,12/1/2018,2018,December,74850,95,1837
Tennessee,1/1/2019,2019,January,73880,95,1881
Tennessee,2/1/2019,2019,February,73792,96,1861
Tennessee,3/1/2019,2019,March,73984,96,1881
Tennessee,4/1/2019,2019,April,74399,96,1903
Tennessee,5/1/2019,2019,May,74755,96,1920
Tennessee,6/1/2019,2019,June,75000,97,1965
Tennessee,7/1/2019,2019,July,74935,97,1986
Tennessee,8/1/2019,2019,August,75052,97,1999
Tennessee,9/1/2019,2019,September,75219,97,2033
Tennessee,10/1/2019,2019,October,75458,96,2081
Tennessee,11/1/2019,2019,November,75491,96,2116
Tennessee,12/1/2019,2019,December,75763,97,2138
Tennessee,1/1/2020,2020,January,76300,96,2161
Tennessee,2/1/2020,2020,February,76422,96,2202
Tennessee,3/1/2020,2020,March,76867,96,2274
Tennessee,4/1/2020,2020,April,76954,96,2354
Tennessee,5/1/2020,2020,May,77279,96,2520
Tennessee,6/1/2020,2020,June,77762,96,2634
Tennessee,7/1/2020,2020,July,79090,96,2728
Tennessee,8/1/2020,2020,August,80448,96,2827
Tennessee,9/1/2020,2020,September,81751,96,2891
Tennessee,10/1/2020,2020,October,83391,96,2975
Tennessee,11/1/2020,2020,November,85358,96,3025
Tennessee,12/1/2020,2020,December,88401,96,3090
Tennessee,1/1/2021,2021,January,91357,96,3215
Tennessee,2/1/2021,2021,February,92321,96,3323
Tennessee,3/1/2021,2021,March,92501,96,3415
Tennessee,4/1/2021,2021,April,93052,96,3512
Tennessee,5/1/2021,2021,May,93427,96,3485
Tennessee,6/1/2021,2021,June,93636,96,3508
Tennessee,7/1/2021,2021,July,93027,96,3535
Tennessee,8/1/2021,2021,August,94193,96,3603
Tennessee,9/1/2021,2021,September,96982,96,3688
Tennessee,10/1/2021,2021,October,97420,96,3749
Tennessee,11/1/2021,2021,November,96755,96,3814
Tennessee,12/1/2021,2021,December,95189,96,3861
Tennessee,1/1/2022,2022,January,94831,96,3806
Tennessee,2/1/2022,2022,February,95893,96,3842
Tennessee,3/1/2022,2022,March,96175,96,3864
Tennessee,4/1/2022,2022,April,95756,96,3819
Tennessee,5/1/2022,2022,May,95392,96,3785
Tennessee,6/1/2022,2022,June,95335,97,3753
Tennessee,7/1/2022,2022,July,95468,97,3784
Tennessee,8/1/2022,2022,August,93878,97,3739
Tennessee,9/1/2022,2022,September,90770,97,3750
Tennessee,10/1/2022,2022,October,89446,97,3752
Tennessee,11/1/2022,2022,November,89110,97,3784
Tennessee,12/1/2022,2022,December,88632,97,3862
Tennessee,1/1/2023,2023,January,86602,97,3895
Tennessee,2/1/2023,2023,February,84834,97,3872
Tennessee,3/1/2023,2023,March,84633,97,3862
Tennessee,4/1/2023,2023,April,84745,97,3872
Tennessee,5/1/2023,2023,May,84829,97,3913
Tennessee,6/1/2023,2023,June,84633,97,3918
Tennessee,7/1/2023,2023,July,84310,97,3849
Tennessee,8/1/2023,2023,August,84049,97,3883
Tennessee,9/1/2023,2023,September,83973,97,3864
Tennessee,10/1/2023,2023,October,83731,97,3808
Tennessee,11/1/2023,2023,November,83349,97,3745
Tennessee,12/1/2023,2023,December,83173,97,3636
Texas,1/1/2015,2015,January,187532,76,2577
Texas,2/1/2015,2015,February,188094,77,2520
Texas,3/1/2015,2015,March,188941,78,2544
Texas,4/1/2015,2015,April,189620,78,2533
Texas,5/1/2015,2015,May,190366,80,2539
Texas,6/1/2015,2015,June,190805,81,2517
Texas,7/1/2015,2015,July,191726,81,2564
Texas,8/1/2015,2015,August,192231,81,2590
Texas,9/1/2015,2015,September,192514,82,2615
Texas,10/1/2015,2015,October,192890,83,2625
Texas,11/1/2015,2015,November,192655,83,2591
Texas,12/1/2015,2015,December,192423,84,2579
Texas,1/1/2016,2016,January,190544,85,2593
Texas,2/1/2016,2016,February,191128,85,2645
Texas,3/1/2016,2016,March,190919,85,2645
Texas,4/1/2016,2016,April,191242,85,2685
Texas,5/1/2016,2016,May,191348,85,2697
Texas,6/1/2016,2016,June,191872,85,2724
Texas,7/1/2016,2016,July,192225,86,2731
Texas,8/1/2016,2016,August,192780,86,2741
Texas,9/1/2016,2016,September,193407,87,2762
Texas,10/1/2016,2016,October,193951,87,2749
Texas,11/1/2016,2016,November,194403,87,2773
Texas,12/1/2016,2016,December,194843,87,2812
Texas,1/1/2017,2017,January,195740,87,2810
Texas,2/1/2017,2017,February,195999,87,2813
Texas,3/1/2017,2017,March,196668,87,2814
Texas,4/1/2017,2017,April,196770,88,2797
Texas,5/1/2017,2017,May,197098,88,2830
Texas,6/1/2017,2017,June,197112,88,2840
Texas,7/1/2017,2017,July,197084,88,2878
Texas,8/1/2017,2017,August,197234,88,2855
Texas,9/1/2017,2017,September,197641,88,2868
Texas,10/1/2017,2017,October,198519,88,2879
Texas,11/1/2017,2017,November,199279,89,2928
Texas,12/1/2017,2017,December,200830,89,2950
Texas,1/1/2018,2018,January,204494,89,2969
Texas,2/1/2018,2018,February,205168,89,2987
Texas,3/1/2018,2018,March,204988,89,2977
Texas,4/1/2018,2018,April,205197,89,2989
Texas,5/1/2018,2018,May,205146,89,2960
Texas,6/1/2018,2018,June,205395,89,2997
Texas,7/1/2018,2018,July,205660,89,2975
Texas,8/1/2018,2018,August,206008,90,3027
Texas,9/1/2018,2018,September,205904,90,3035
Texas,10/1/2018,2018,October,205555,90,3036
Texas,11/1/2018,2018,November,205761,90,3011
Texas,12/1/2018,2018,December,204992,90,2971
Texas,1/1/2019,2019,January,201855,90,2968
Texas,2/1/2019,2019,February,201105,90,2912
Texas,3/1/2019,2019,March,201851,91,2954
Texas,4/1/2019,2019,April,202301,91,2961
Texas,5/1/2019,2019,May,202668,92,2979
Texas,6/1/2019,2019,June,203135,91,2952
Texas,7/1/2019,2019,July,203703,92,2957
Texas,8/1/2019,2019,August,203963,92,2978
Texas,9/1/2019,2019,September,204377,92,2956
Texas,10/1/2019,2019,October,205159,92,3005
Texas,11/1/2019,2019,November,205850,92,3050
Texas,12/1/2019,2019,December,206453,93,3123
Texas,1/1/2020,2020,January,206819,93,3186
Texas,2/1/2020,2020,February,207906,93,3258
Texas,3/1/2020,2020,March,208217,93,3291
Texas,4/1/2020,2020,April,210014,93,3386
Texas,5/1/2020,2020,May,211960,93,3497
Texas,6/1/2020,2020,June,214823,93,3613
Texas,7/1/2020,2020,July,224622,93,3744
Texas,8/1/2020,2020,August,231931,93,3888
Texas,9/1/2020,2020,September,235833,93,3985
Texas,10/1/2020,2020,October,239701,93,4015
Texas,11/1/2020,2020,November,245497,93,4065
Texas,12/1/2020,2020,December,253701,93,4154
Texas,1/1/2021,2021,January,265332,93,4254
Texas,2/1/2021,2021,February,271766,93,4356
Texas,3/1/2021,2021,March,274251,93,4532
Texas,4/1/2021,2021,April,274841,94,4621
Texas,5/1/2021,2021,May,275333,94,4675
Texas,6/1/2021,2021,June,274622,94,4742
Texas,7/1/2021,2021,July,267970,94,4758
Texas,8/1/2021,2021,August,270642,94,4739
Texas,9/1/2021,2021,September,278024,94,4825
Texas,10/1/2021,2021,October,279891,94,4864
Texas,11/1/2021,2021,November,276898,95,4916
Texas,12/1/2021,2021,December,271509,95,4912
Texas,1/1/2022,2022,January,268708,95,4911
Texas,2/1/2022,2022,February,267728,95,4990
Texas,3/1/2022,2022,March,267113,95,4963
Texas,4/1/2022,2022,April,266169,95,4956
Texas,5/1/2022,2022,May,265375,95,4985
Texas,6/1/2022,2022,June,265405,95,5030
Texas,7/1/2022,2022,July,265683,96,5122
Texas,8/1/2022,2022,August,258684,96,5176
Texas,9/1/2022,2022,September,249925,96,5234
Texas,10/1/2022,2022,October,246146,96,5321
Texas,11/1/2022,2022,November,245172,96,5335
Texas,12/1/2022,2022,December,245458,96,5457
Texas,1/1/2023,2023,January,239217,96,5523
Texas,2/1/2023,2023,February,235035,96,5516
Texas,3/1/2023,2023,March,234563,97,5572
Texas,4/1/2023,2023,April,235041,97,5609
Texas,5/1/2023,2023,May,235609,97,5637
Texas,6/1/2023,2023,June,235753,97,5654
Texas,7/1/2023,2023,July,234698,97,5670
Texas,8/1/2023,2023,August,234340,97,5792
Texas,9/1/2023,2023,September,234332,97,5756
Texas,10/1/2023,2023,October,233958,97,5746
Texas,11/1/2023,2023,November,233734,97,5761
Texas,12/1/2023,2023,December,232771,97,5644
United States,1/1/2015,2015,January,2653334,81,47523
United States,2/1/2015,2015,February,2668442,81,47725
United States,3/1/2015,2015,March,2682744,81,48198
United States,4/1/2015,2015,April,2691628,82,48748
United States,5/1/2015,2015,May,2698421,82,49293
United States,6/1/2015,2015,June,2704994,82,49691
United States,7/1/2015,2015,July,2712688,82,50301
United States,8/1/2015,2015,August,2719206,82,50834
United States,9/1/2015,2015,September,2723893,83,51575
United States,10/1/2015,2015,October,2729315,83,52114
United States,11/1/2015,2015,November,2727809,83,52386
United States,12/1/2015,2015,December,2718198,83,52623
United States,1/1/2016,2016,January,2698635,83,52902
United States,2/1/2016,2016,February,2701647,83,53834
United States,3/1/2016,2016,March,2703203,84,54781
United States,4/1/2016,2016,April,2705990,84,55763
United States,5/1/2016,2016,May,2706928,84,56465
United States,6/1/2016,2016,June,2708788,84,57428
United States,7/1/2016,2016,July,2711484,85,58525
United States,8/1/2016,2016,August,2716965,85,59417
United States,9/1/2016,2016,September,2721441,85,60147
United States,10/1/2016,2016,October,2726854,85,61062
United States,11/1/2016,2016,November,2734397,85,62340
United States,12/1/2016,2016,December,2749864,85,63938
United States,1/1/2017,2017,January,2766974,86,65571
United States,2/1/2017,2017,February,2770741,86,66189
United States,3/1/2017,2017,March,2778264,86,66858
United States,4/1/2017,2017,April,2782927,86,67493
United States,5/1/2017,2017,May,2788083,86,68370
United States,6/1/2017,2017,June,2794038,86,69153
United States,7/1/2017,2017,July,2796333,87,69504
United States,8/1/2017,2017,August,2798375,87,69988
United States,9/1/2017,2017,September,2804356,87,70599
United States,10/1/2017,2017,October,2806663,87,70690
United States,11/1/2017,2017,November,2810357,87,70723
United States,12/1/2017,2017,December,2820034,88,70699
United States,1/1/2018,2018,January,2844078,88,70122
United States,2/1/2018,2018,February,2847393,88,69745
United States,3/1/2018,2018,March,2844546,89,69364
United States,4/1/2018,2018,April,2845941,89,69042
United States,5/1/2018,2018,May,2845119,90,68789
United States,6/1/2018,2018,June,2846379,90,68714
United States,7/1/2018,2018,July,2849655,90,68728
United States,8/1/2018,2018,August,2852088,91,68714
United States,9/1/2018,2018,September,2850540,91,68421
United States,10/1/2018,2018,October,2853296,91,68404
United States,11/1/2018,2018,November,2855774,92,68102
United States,12/1/2018,2018,December,2846305,92,67850
United States,1/1/2019,2019,January,2817096,92,67697
United States,2/1/2019,2019,February,2812844,92,67631
United States,3/1/2019,2019,March,2818861,92,67727
United States,4/1/2019,2019,April,2820967,92,67736
United States,5/1/2019,2019,May,2829101,93,67795
United States,6/1/2019,2019,June,2834416,93,67787
United States,7/1/2019,2019,July,2838555,93,68023
United States,8/1/2019,2019,August,2841510,93,68371
United States,9/1/2019,2019,September,2845515,93,68757
United States,10/1/2019,2019,October,2849221,93,69371
United States,11/1/2019,2019,November,2854845,94,70357
United States,12/1/2019,2019,December,2861523,94,71130
United States,1/1/2020,2020,January,2867951,94,72124
United States,2/1/2020,2020,February,2879613,94,73343
United States,3/1/2020,2020,March,2894019,94,74679
United States,4/1/2020,2020,April,2980670,94,77017
United States,5/1/2020,2020,May,3023805,94,80577
United States,6/1/2020,2020,June,3048252,94,82916
United States,7/1/2020,2020,July,3097424,94,85236
United States,8/1/2020,2020,August,3146899,94,87293
United States,9/1/2020,2020,September,3180841,94,88879
United States,10/1/2020,2020,October,3216598,94,90093
United States,11/1/2020,2020,November,3279631,94,91200
United States,12/1/2020,2020,December,3390278,94,92478
United States,1/1/2021,2021,January,3499250,94,94788
United States,2/1/2021,2021,February,3536838,94,96118
United States,3/1/2021,2021,March,3538076,95,98211
United States,4/1/2021,2021,April,3472708,95,99772
United States,5/1/2021,2021,May,3450510,95,99679
United States,6/1/2021,2021,June,3445330,95,100569
United States,7/1/2021,2021,July,3424271,95,101477
United States,8/1/2021,2021,August,3451054,95,102612
United States,9/1/2021,2021,September,3506405,95,104099
United States,10/1/2021,2021,October,3532745,95,105528
United States,11/1/2021,2021,November,3519261,95,106554
United States,12/1/2021,2021,December,3472120,95,107573
United States,1/1/2022,2022,January,3468838,95,107800
United States,2/1/2022,2022,February,3477325,95,108636
United States,3/1/2022,2022,March,3475195,95,108604
United States,4/1/2022,2022,April,3464887,95,107785
United States,5/1/2022,2022,May,3461634,95,107429
United States,6/1/2022,2022,June,3465357,95,107370
United States,7/1/2022,2022,July,3468402,96,107583
United States,8/1/2022,2022,August,3424107,96,107474
United States,9/1/2022,2022,September,3363202,96,107432
United States,10/1/2022,2022,October,3328654,96,107819
United States,11/1/2022,2022,November,3308358,96,108429
United States,12/1/2022,2022,December,3289569,96,109413
United States,1/1/2023,2023,January,3208822,96,109713
United States,2/1/2023,2023,February,3167178,96,109652
United States,3/1/2023,2023,March,3167870,96,109975
United States,4/1/2023,2023,April,3173635,96,110620
United States,5/1/2023,2023,May,3171341,96,111055
United States,6/1/2023,2023,June,3163840,96,110884
United States,7/1/2023,2023,July,3150232,96,110589
United States,8/1/2023,2023,August,3141141,96,110421
United States,9/1/2023,2023,September,3134584,96,109427
United States,10/1/2023,2023,October,3127630,96,108074
United States,11/1/2023,2023,November,3116812,96,106368
United States,12/1/2023,2023,December,3099387,96,103793
Utah,1/1/2015,2015,January,17303,98,619
Utah,2/1/2015,2015,February,17431,98,606
Utah,3/1/2015,2015,March,17543,98,606
Utah,4/1/2015,2015,April,17578,98,614
Utah,5/1/2015,2015,May,17660,98,599
Utah,6/1/2015,2015,June,17739,98,603
Utah,7/1/2015,2015,July,17792,98,596
Utah,8/1/2015,2015,August,17861,98,607
Utah,9/1/2015,2015,September,17834,98,622
Utah,10/1/2015,2015,October,17898,98,655
Utah,11/1/2015,2015,November,17881,98,657
Utah,12/1/2015,2015,December,17845,98,649
Utah,1/1/2016,2016,January,17813,98,672
Utah,2/1/2016,2016,February,17940,98,689
Utah,3/1/2016,2016,March,18065,96,710
Utah,4/1/2016,2016,April,18171,96,707
Utah,5/1/2016,2016,May,18259,96,716
Utah,6/1/2016,2016,June,18315,96,714
Utah,7/1/2016,2016,July,18426,96,715
Utah,8/1/2016,2016,August,18480,96,717
Utah,9/1/2016,2016,September,18531,95,694
Utah,10/1/2016,2016,October,18457,95,682
Utah,11/1/2016,2016,November,18389,95,667
Utah,12/1/2016,2016,December,18498,95,650
Utah,1/1/2017,2017,January,18572,95,641
Utah,2/1/2017,2017,February,18505,95,643
Utah,3/1/2017,2017,March,18482,95,621
Utah,4/1/2017,2017,April,18455,96,619
Utah,5/1/2017,2017,May,18409,96,612
Utah,6/1/2017,2017,June,18401,97,614
Utah,7/1/2017,2017,July,18333,97,620
Utah,8/1/2017,2017,August,18360,97,615
Utah,9/1/2017,2017,September,18490,97,617
Utah,10/1/2017,2017,October,18618,97,612
Utah,11/1/2017,2017,November,18748,97,626
Utah,12/1/2017,2017,December,18676,98,645
Utah,1/1/2018,2018,January,18750,98,637
Utah,2/1/2018,2018,February,18806,98,638
Utah,3/1/2018,2018,March,18783,98,643
Utah,4/1/2018,2018,April,18848,98,651
Utah,5/1/2018,2018,May,18890,99,664
Utah,6/1/2018,2018,June,18911,99,664
